reranked_order,definition_id,example_sn,example_cn,example_en,example_img,pinyin_id,hanzi,frequency_rank
9185,939211,1,这本权威著作对学术界产生了深远的影响。,This authoritative work has had a profound impact on the academic community.,,93921,权威,3092
9186,700211,1,他在城里租了一间公寓，方便上班。,He rented an apartment in the city for convenience to work.,,70021,公寓,3093
9187,700212,1,这座新建的公寓楼设施齐全，适合家庭居住。,This newly built apartment building is fully equipped and suitable for families.,,70021,公寓,3093
9188,673311,1,他围了一条围巾，把脖子裹得严严实实的。,He wrapped a scarf tightly around his neck.,,67331,脖子,3094
9189,779111,1,他必须想办法应付局面。,He must find a way to deal with the situation.,,77911,应付,3095
9190,779113,1,这件衣服今年还可以应付过去。,This piece of clothing can still get me through this year.,,77911,应付,3095
9191,2000110,1,面对突如其来的客户投诉，他不得不临时应付这个棘手的问题。,"Faced with sudden customer complaints, he had to temporarily deal with this tricky problem.",,200138,应付,3095
9192,779112,1,她总是能轻松地应付事儿。,She can always handle things easily.,,77911,应付,3095
9193,697611,1,她说话干脆利落，从不拖泥带水。,She speaks straightforwardly and never drags things out.,,69761,干脆,3096
9194,697612,1,那人不讲理，干脆别理他。,"That person is unreasonable, so just ignore him.",,69761,干脆,3096
9195,92317,1,有两个钱就烧得不知怎么好了！真是让人哭笑不得。,Having a little money makes one act as if they don't know what to do with themselves! It's really laughable.,,9231,烧,3097
9196,92316,1,孩子的烧退了，大家都松了一口气。,"The child's fever has subsided, and everyone breathed a sigh of relief.",,9231,烧,3097
9197,92311,1,火焰正在燃烧，照亮了整个房间。,"The flame is burning, lighting up the entire room.",,9231,烧,3097
9198,92314,1,叉烧是广东地区非常有名的一道美食。,Char siu is a very famous dish in the Guangdong region.,,9231,烧,3097
9199,92313,1,今天晚餐吃的是烧茄子，味道非常香。,"Tonight's dinner was braised eggplant, which smelled very fragrant.",,9231,烧,3097
9200,92312,1,她正在厨房烧水，准备泡茶。,She is boiling water in the kitchen to make tea.,,9231,烧,3097
9201,92315,1,他现在烧得厉害，可能需要马上看医生。,He has a high fever now and may need to see a doctor immediately.,,9231,烧,3097
9202,92318,1,有两个钱就烧得不知怎么好了！真是让人哭笑不得。,Having a little money makes one act as if they don't know what to do with themselves! It's really laughable.,,9231,烧,3097
9203,92416,1,我的堂兄是一位非常有才华的人。,My cousin is a very talented person.,,9241,堂,3098
9204,92414,1,三槐堂是一个历史悠久的家族堂号。,Sanhuai Hall is a historic family hall name.,,9241,堂,3098
9205,92412,1,学校新建了一座礼堂，可以容纳上千人。,The school has built a new auditorium that can accommodate more than a thousand people.,,9241,堂,3098
9206,92413,1,这家酒店的大堂装饰得非常豪华。,The lobby of this hotel is decorated very luxuriously.,,9241,堂,3098
9207,92415,1,同仁堂（北京的一家药店）是中国最著名的中药品牌之一。,Tongrentang (a pharmacy in Beijing) is one of the most famous traditional Chinese medicine brands in China.,,9241,堂,3098
9208,92417,1,这间屋子摆满了整套一堂家具。,The room is filled with a complete set of furniture.,,9241,堂,3098
9209,92411,1,堂屋是用来招待客人的地方。,The main hall is used to entertain guests.,,9241,堂,3098
9210,954911,1,会议议程列出了需要讨论的十个重要事项。,The meeting agenda listed ten important items that needed to be discussed.,,95491,事项,3099
9211,123214,1,先别吹，做出成绩来再说。,Don't brag first; let's talk after you achieve something.,,12321,吹,3100
9212,123212,1,他喜欢在河边吹笛子。,He likes to play the flute by the riverside.,,12321,吹,3100
9213,123211,1,晚上停电了，我们只好吹灯睡觉。,"The power went out at night, so we had to blow out the lamp and go to sleep.",,12321,吹,3100
9214,123213,1,这棵老树经历了风吹雨打依然屹立不倒。,This old tree has withstood wind and rain but still stands firm.,,12321,吹,3100
9215,123216,1,他们的婚事告吹了，原因是双方家庭意见不合。,Their marriage fell through due to disagreements between both families.,,12321,吹,3100
9216,123215,1,他为了讨好上司，又吹又拍。,"In order to please his boss, he flattered and boasted.",,12321,吹,3100
9217,92512,1,杨教授在学术界的威望很高。,Professor Yang enjoys high prestige in academic circles.,,9251,杨,3101
9218,92511,1,河边的杨树在春风中摇曳着嫩绿的枝条。,The poplar trees by the river sway their tender green branches in the spring breeze.,,9251,杨,3101
9219,123411,1,一个人的心胸决定了他能走多远。,A person's mindset determines how far he can go.,,12341,胸,3102
9220,123412,1,心胸宽广的人更容易获得别人的尊重。,People with broad minds are more likely to gain others' respect.,,12341,胸,3102
9221,839212,1,展览品只许看，不许动手。,Exhibits are for viewing only; no touching is allowed.,,83921,动手,3103
9222,839213,1,两人说着说着就动起手来了。,"As they talked, the two came to blows.",,83921,动手,3103
9223,839211,1,早点儿动手早点儿完，我们赶紧开始吧。,"The sooner we start, the sooner we finish. Let's get started.",,83921,动手,3103
9224,767311,1,莎士比亚的戏剧在世界文学史上占有极其重要的地位。,Shakespeare's plays occupy an extremely important position in the history of world literature.,,76731,戏剧,3104
9225,767312,1,这个学期我们要学习曹禺的经典戏剧《雷雨》。,This semester we will study Cao Yu's classic play 'Thunderstorm'.,,76731,戏剧,3104
9226,836011,1,地质学家正在研究这片区域的地质结构。,Geologists are studying the geological structure of this area.,,83601,地质,3105
9227,123812,1,这次价格调整的幅度超出了预期。,The extent of this price adjustment exceeded expectations.,,12381,幅,3106
9228,937111,1,他是一名优秀的情报员，为国家的安全做出了巨大贡献。,He is an excellent intelligence officer who has made great contributions to national security.,,93711,情报,3107
9229,764711,1,他未必知道这件事情的真相。,He may not know the truth about this matter.,,76471,未必,3108
9230,797111,1,同前一年相比，通货膨胀率减少三个百分点。,"Compared with the previous year, the inflation rate decreased by three percentage points.",,79711,百分点,3109
9231,704013,1,只有努力学习，才能走上光明大道。,Only by studying hard can one walk on the bright path.,,70401,光明,3110
9232,704014,1,他为人光明正大，从不做亏心事。,"He is open and aboveboard, and never does anything with a guilty conscience.",,70401,光明,3110
9233,704011,1,黑暗中的一线光明给了我们希望。,A ray of light in the darkness gave us hope.,,70401,光明,3110
9234,704012,1,这条街上的路灯，一个个都像通体光明的水晶球。,The street lamps on this road are like crystal balls glowing all over.,,70401,光明,3110
9235,2000087,1,奥运会的开幕式总是充满令人惊叹的创意表演。,The opening ceremony of the Olympics is always full of amazing creative performances.,,200115,开幕式,3111
9236,124016,1,他们的谈话内容多是些淡话，没有太多实质意义。,"Their conversation was mostly trivial talk, without much substance.",,12401,淡,3112
9237,124015,1,旅游业在淡季时通常会减少活动安排。,The tourism industry usually reduces activity arrangements during the off-season.,,12401,淡,3112
9238,124012,1,这道菜的味道很淡，适合口味清淡的人食用。,"This dish has a very mild taste, suitable for people who prefer light flavors.",,12401,淡,3112
9239,124013,1,她今天穿了一件淡青色的裙子。,She wore a light cyan dress today.,,12401,淡,3112
9240,124014,1,他对这个提议反应很淡，似乎不太感兴趣。,"He reacted indifferently to the proposal, seeming not very interested.",,12401,淡,3112
9241,124011,1,淡墨的笔触让整幅画显得格外柔和。,The light ink strokes made the whole painting appear particularly soft.,,12401,淡,3112
9242,759012,1,老师提前透露了考试题目。,The teacher revealed the exam questions in advance.,,75901,题目,3113
9243,759011,1,这次考试题目难度适中。,The difficulty level of the exam questions was moderate.,,75901,题目,3113
9244,92812,1,晚上睡觉时记得灭灯以节约用电。,Remember to turn off the lights when you go to bed to save electricity.,,9281,灭,3114
9245,92815,1,夏天我们需要采取措施灭蝇以保持卫生。,"In summer, we need to take measures to eliminate flies to maintain hygiene.",,9281,灭,3114
9246,92814,1,这个古老的文明在战争中被彻底灭亡了。,This ancient civilization was completely destroyed in the war.,,9281,灭,3114
9247,92811,1,蜡烛的火焰在风中轻轻摇曳，突然就灭了。,The candle flame flickered gently in the wind and suddenly went out.,,9281,灭,3114
9248,92813,1,这场灾难几乎带来了灭顶的危机。,This disaster almost brought about an overwhelming crisis.,,9281,灭,3114
9249,875611,1,中国成功发射了载人火箭，将宇航员送入太空。,"China successfully launched a manned rocket, sending astronauts into space.",,87561,火箭,3115
9250,1002411,1,他们正在策划一场阴谋暴乱。,They are plotting a conspiracy and riot.,,100241,阴谋,3116
9251,1002412,1,他总喜欢耍阴谋，让人防不胜防。,"He always likes to play tricks, making it hard for people to guard against him.",,100241,阴谋,3116
9252,952213,1,他们一家人过着丰衣足食的好时光，幸福无比。,"Their family is living in good times with more than enough food and clothing, extremely happy.",,95221,时光,3117
9253,952211,1,人们常说，时光易逝，所以我们应该珍惜每一刻。,"People often say that time flies, so we should cherish every moment.",,95221,时光,3117
