rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example,definition_en
12142,1,催促,cuī cù,,,动,【催】叫人赶快去做（某事）,妈妈催促我起床｜别总是催促别人,Urge
12143,1,齐心协力,qí xīn xié lì,,,,思想一致，共同努力,大家齐心协力工作｜齐心协力才能成功,Work together with one heart
12145,1,种群,zhǒng qún,,,名,指分布在同一生态环境中，能自由交配、繁殖的同种生物的群体,这是珍稀植物种群｜保护野生动物种群,Population
12146,1,深邃,shēn suì,,,形,精深；深奥,深邃的见解,Profound
12146,2,深邃,shēn suì,,,形,【深】从水面到水底的距离大；泛指从地面往下或从外到里的距离大（跟“浅”相对）；深远,溶洞深邃,Deep
12147,1,谋取,móu qǔ,,,动,想办法取得,谋取幸福,Seek to obtain
12148,1,念书,niàn shū,,,动,读书；上学,他正在书房里念书｜他念书还没有毕业,Study
12150,1,射箭,shè jiàn,,,动,利用弓的弹力把箭射出去,他在练习射箭｜古人用弓箭射箭,Shoot an arrow
12150,2,射箭,shè jiàn,,,名,竞技体育项目，按照规定把箭射向目标，以中（zhòng）靶环数计算成绩,射箭是奥运项目｜他获得射箭金牌,Archery
12151,1,不渝,bù yú,,,动,不改变,忠贞不渝｜誓死不渝,Unchanging
12152,1,利多,lì duō,,,名,证券市场上指能够刺激股票价格上涨的因素和消息（跟“利空”相区别）,利多刺激股市上涨,Bull factor
12153,1,调试,tiáo shì,,,动,试验并调整（仪器、设备等）,新设备需要调试,Debug
12155,1,俗称,sú chēng,,,动,通俗地叫做,磷火俗称鬼火,Commonly called
12155,2,俗称,sú chēng,,,名,通俗的名称,鬼火是磷火的俗称。,Common name
12156,1,征用,zhēng yòng,,,动,国家依法征调、使用土地、房产等,政府征用了这块地｜依法征用民房,Expropriate
12157,1,车门,chē mén,,,名,车辆上的门,请关好车门｜车门突然打开了,Car door
12157,2,车门,chē mén,,,名,建筑物大门旁专供车辆出入的门,这是车库车门,Vehicle gate
12158,1,写照,xiě zhào,,,名,形象而真实的描写,巴金的《家》是封建大家庭的真实写照。,Vivid portrayal
12158,2,写照,xiě zhào,,,动,画人像,为他人写照,Paint a portrait
12159,1,粗放,cū fàng,,,形,粗疏；不精细,管理方式粗放,Extensive
12159,2,粗放,cū fàng,,,形,粗犷豪放,粗放的风格,Bold and unconstrained
12160,1,粉红,fěn hóng,,,形,浅红,她穿着粉红上衣｜粉红色的花朵,Pink
12161,1,偏离,piān lí,,,动,离开了原定的轨道、方向,偏离航道｜偏离目标,Deviate
12162,1,客源,kè yuán,,,名,旅客、顾客、乘客、游客等的来源,客源充足,Customer source
12163,1,听话,tīng huà,,,动,听从尊长的教导；顺从,他是个听话的孩子,Obedient
12163,2,听话,tīng huà,,,动,听人讲话,听话听音儿｜他耳背，听话很吃力。,Listen to speech
12163,3,听话,tīng huà,,,动,等待回话,我去不去，您明天听话吧。,Await reply
12164,1,无罪,wú zuì,,,动,没有罪行；没有犯罪,无罪释放,Innocent
12166,1,后任,hòu rèn,,,名,接替前任职务的人,后任县长｜前任要为后任打好基础。,Successor
12168,1,太极拳,tài jí quán,,,名,我国一种拳术，始创于清初。动作柔和缓慢，连贯圆活。具有增强体质和防病保健的作用,爷爷每天打太极拳｜太极拳能强身健体,Taijiquan
12169,1,夜空,yè kōng,,,名,夜间的天空,明月照夜空,Night sky
12170,1,老太婆,lǎo tài pó,,,名,老年妇女,那位老太婆很慈祥｜老太婆慢慢走着,Old woman
12171,1,接壤,jiē rǎng,,,动,两地边境相接；交界,山东跟河南、江苏接壤。,Border on
12172,1,精髓,jīng suǐ,,,名,比喻事物的精华,实事求是是马克思主义的精髓。,Essence
12174,1,集镇,jí zhèn,,,名,以非农业人口为主的比城市小的居民区。由县（区）管辖,这是个热闹的集镇｜集镇上有集市,Market town
12178,1,彩票,cǎi piào,,,名,为筹款等而发行的一种奖券。售出后用抽签、摇号等方式对号给奖。彩票持有人可凭有中奖号码的彩票领取规定的奖金或实物，不中奖的彩票不还本。如福利彩票、体育彩票,他买了张彩票｜彩票中奖了,Lottery ticket
12179,1,朝气,zhāo qì,,,名,早晨的气象；比喻生气勃勃、奋发进取的精神,青年人富有朝气,Vitality
12180,1,倒卖,dǎo mài,,,动,倒买倒卖,倒卖紧俏商品,Resell
12181,1,发泄,fā xiè,,,动,（把情绪或情欲等）宣泄出来,发泄怨气,Vent
12183,1,要位,yào wèi,,,名,显要的地位,官居要位,Important position
12184,1,多极化,duō jí huà,,,动,使变成多元的、多方面并存的,社会发展多极化｜世界多极化,Multipolarize
12185,1,不由自主,bù yóu zì zhǔ,,,,由不得自己作主；控制不住自己,听到这个消息，他不由自主地流下眼泪｜看到可爱的小猫，她不由自主地笑了,Involuntarily
12186,1,脸红,liǎn hóng,,,动,脸色变红；多指害臊,她一见生人就脸红｜说了那么多谎话也不脸红!,Blush
12187,1,划一,huà yī,,,形,一致；统一,队伍的服装要整齐划一。,Uniform
12187,2,划一,huà yī,,,动,使统一,划一规格,Standardize
12188,1,分红,fēn hóng,,,动,分配红利,年终分红,Distribute dividends
12189,1,骗子,piàn zi,,,名,骗人的人,学术骗子,Swindler
12190,1,和善,hé shàn,,,形,温和善良；和蔼友善,性情和善,Kind
12191,1,前程,qián chéng,,,名,前面的路程；比喻未来的景况,前程似锦｜前程万里,Future prospects
12191,2,前程,qián chéng,,,名,旧指功名,你好歹也去求个前程。,Official rank (historical)
12192,1,制售,zhì shòu,,,动,制造和出售,不许制售假冒伪劣商品。,Manufacture and sell
12193,1,行当,háng dang,,,名,行业；职业,清洁工这个行当是很辛苦的。,Trade
12193,2,行当,háng dang,,,名,戏曲演员根据角色类型分成的专业类别。如京戏有生、旦、净、丑等行当,他专攻京剧丑行当｜这位演员擅长老生行当,Role type in opera
12194,1,评判,píng pàn,,,动,通过评议，判定胜负和优劣,政绩如何，要靠群众评判。,Judge
12195,1,素材,sù cái,,,名,文学艺术创作所依据的从实际生活中搜集到的原始材料,积累创作素材,Source material
12196,1,迎春,yíng chūn,,,名,落叶灌木，枝条细长，叶卵形或长椭圆形。早春先开花后长叶。花也叫迎春，黄色，可供观赏,院子里的迎春开花了｜迎春花在早春绽放,Winter jasmine
12197,1,探测器,tàn cè qì,,,名,用于探测的器具（一般指比较简单的）,地雷探测器,Detector
12199,1,课题组,kè tí zǔ,,,名,由专业人员组成的承担某一课题研究任务的组织,课题组正在研究新课题｜他加入了科研课题组,Research group
12201,1,游乐,yóu lè,,,动,游玩娱乐,孩子们在游乐场尽情游乐｜周末去公园游乐,Amuse oneself
12203,1,额度,é dù,,,名,规定的数量限度,根据盈利多少确定奖金额度｜外汇额度,Quota
12204,1,电车,diàn chē,,,名,由接触网供电、用牵引电动机驱动的城市公共交通车辆。分有轨和无轨两种,我每天坐电车上班｜这辆电车很安静,Tram
12205,1,融洽,róng qià,,,形,彼此感情和睦，没有隔阂,相处得很融洽,Harmonious
12206,1,生命科学,shēng mìng kē xué,,,,研究生物的生命现象，生命物质的功能，生命体各自发生和发展的规律，以及生物之间相互关系等的自然科学,他专攻生命科学领域｜生命科学是重要学科,Life science
12207,1,本体,běn tǐ,,,名,事物的原样或自身,艺术复制品远不如本体自然传神。,Original form
12207,2,本体,běn tǐ,,,名,机器、设备、工程等的主体,大坝本体浇铸成功。,main body
12208,1,参股,cān gǔ,,,动,入股,公司计划参股这家企业｜他参股了创业公司,invest in shares
12209,1,财团,cái tuán,,,名,控制重要企业和银行，掌握巨大财富的集团；大金融资本集团,这个财团实力雄厚｜财团控制了多家银行,financial group
12210,1,侦探,zhēn tàn,,,名,从事侦探工作的人,侦探正在调查案件｜他雇了私人侦探,detective
12210,2,侦探,zhēn tàn,,,动,暗中调查探听秘密或案情,侦探案情｜侦探小说,detect
12212,1,狭小,xiá xiǎo,,,形,又窄又小,狭小的房间｜度量狭小,narrow and small
12213,1,少时,shǎo shí,,,名,不多时；片刻,少时他便离开了家乡｜少时雨就停了,a short while
12214,1,纪录片,jì lù piàn,,,名,选择有新闻价值的人物或事件，以现场拍摄为主要手段，经过综合、整理、剪辑、加工而成的影视片。按题材及表现方法的不同，可分为新闻纪录片、文献纪录片、传记纪录片等,这部纪录片很真实｜我喜欢看自然纪录片,documentary film
12215,1,海藻,hǎi zǎo,,,名,海洋中生长的藻类，如海带、紫菜等。有的可以吃，有的可以做药材,海藻可以食用｜这片海域盛产海藻,seaweed
12216,1,建树,jiàn shù,,,名,建立的业绩,他在古文字研究方面多有建树。,achievement
12216,2,建树,jiàn shù,,,动,建立功绩；作出成绩,建树功勋｜在学术方面有所建树。,make achievements
12217,1,上传,shàng chuán,,,动,上载,请上传文件到服务器｜他正在上传照片,upload
12218,1,老头儿,lǎo tóu er,,,名,年老的男子,来的多半是老头儿、老太太。,old man
12219,1,南美洲,nán měi zhōu,,,名,南亚美利加洲的简称。位于西半球的南部，北隔巴拿马运河与北美洲相对，南隔德雷克海峡与南极洲相望，东临大西洋，西临太平洋。包括圭亚那、委内瑞拉、哥伦比亚等12个国家和法属圭亚那等地区,巴西位于南美洲｜南美洲资源丰富,South America
12221,1,打折,dǎ zhé,,,动,商品按原价的一定比率降价出售；比喻没有百分之百地按原来的标准或承诺去做,商店正在打折促销,discount
12222,1,强盗,qiáng dào,,,名,使用暴力夺取他人财物的人；也泛指有类似行为的人或势力,打家劫舍的强盗｜强盗行为｜军国主义强盗,robber
12224,1,佳作,jiā zuò,,,名,优秀的作品,诗文佳作,excellent work
12225,1,欠缺,qiàn quē,,,动,不够；缺少,欠缺经验,lack
12225,2,欠缺,qiàn quē,,,名,不足之处,指出工作中的欠缺。,deficiency
12226,1,过敏,guò mǐn,,,动,有机体对药物或外界刺激产生异常反应,他对青霉素过敏,have an allergic reaction
12226,2,过敏,guò mǐn,,,形,过分敏感,神经过敏,hypersensitive
12227,1,夺目,duó mù,,,形,（光彩）耀眼,璀璨夺目,dazzling
12228,1,金子,jīn zi,,,名,【金】金属元素，符号Au。深黄色，有光泽，延展性强，化学性质稳定。主要用于制造货币、装饰品等。通称金子或黄金的通称,这条项链是纯金子的｜金子很保值,gold
12230,1,窝点,wō diǎn,,,名,坏人藏匿或集中活动的地方,警方端掉了赌博窝点｜这里是毒品窝点,hideout
12231,1,男生,nán shēng,,,名,男性学生；也指某些集体里的男性青年,男生们在打篮球｜这个班男生较多,male student
12232,1,还原,huán yuán,,,动,恢复原状,请还原现场情况｜数据需要还原备份,restore
12232,2,还原,huán yuán,,,动,化学上指含氧物质失掉氧（即得到电子）。如经过冶炼，氧化铁变为铁,这个反应是还原反应｜氧化铜被还原成铜,reduce
12233,1,追寻,zhuī xún,,,动,跟踪查寻,追寻凶手的下落,track down
12234,1,大权,dà quán,,,名,处置重要事务的权力；主要权力,生杀大权｜掌握军政大权,great power
12235,1,果子,guǒ zi,,,名,可以吃的植物果实,树上结满了果子｜这种果子很甜,fruit
12236,1,千金,qiān jīn,,,名,〈文〉对别人女儿的敬称,喜得千金,〈honor.〉 daughter
12236,2,千金,qiān jīn,,,名,数额很大的钱,千金散尽｜价值千金,large sum of money
12236,3,千金,qiān jīn,,,形,形容贵重、珍贵,字字千金,priceless
12237,1,得体,dé tǐ,,,形,（言语、行为等）得当；分寸掌握适度,他的言谈举止很得体。,appropriate
12238,1,名贵,míng guì,,,形,有名而且珍贵,名贵古董,famous and precious
12240,1,埋葬,mái zàng,,,动,掩埋尸体,他们埋葬了逝者｜烈士被埋葬在这里,bury
12240,2,埋葬,mái zàng,,,动,比喻彻底消灭,埋葬一切封建制度。,eradicate
12241,1,团圆,tuán yuán,,,动,家人团聚,夫妻团圆｜吃团圆饭,reunite
12241,2,团圆,tuán yuán,,,形,圆形的,团圆脸｜团圆的月亮,round
12242,1,妓女,jì nǚ,,,名,卖淫的女子,妓女是非法职业｜她被迫成为妓女,prostitute
12243,1,筹办,chóu bàn,,,动,筹划创建或举办,筹办公司,organize
12245,1,辨别,biàn bié,,,动,找出不同事物的特点，加以区分,辨别是非｜辨别虚实,distinguish
12246,1,稽查,jī chá,,,动,检查（违法行为）,稽查走私活动,inspect
12246,2,稽查,jī chá,,,名,担任稽查工作的人,稽查在检查货物｜他是海关稽查,inspector
12247,1,肩头,jiān tóu,,,名,肩膀上,千斤重担压肩头,shoulder
12249,1,官僚主义,guān liáo zhǔ yì,,,,指脱离群众、脱离实际、独断专行的领导作风和工作作风,官僚主义要不得｜反对官僚主义作风,bureaucracy
12251,1,名列前茅,míng liè qián máo,,,动,名字排在前面,他成绩名列前茅｜公司在行业名列前茅,rank among the top
12254,1,美味,měi wèi,,,名,鲜美的滋味；味道鲜美的食品,美味佳肴｜品尝美味,delicacy
12255,1,田园,tián yuán,,,名,田地和园圃；泛指农村,他向往田园生活｜这里田园风光很美,countryside
12256,1,事前,shì qián,,,名,事情发生或问题解决以前,事前，他已有思想准备。,beforehand
12257,1,火柴,huǒ chái,,,名,取火用品，在细小木条的一头蘸上磷或硫的化合物制成。火柴盒的两侧有砂纸，靠摩擦生火。旧称洋火,他用火柴点烟｜火柴是取火工具,match
12258,1,美誉,měi yù,,,名,美好的声誉；美名,享有全国十佳运动员的美誉。,good reputation
12259,1,出警,chū jǐng,,,动,出动警察前往现场,立即出警，将走私团伙一举擒获。,dispatch police
12260,1,自然而然,zì rán ér rán,,,,没有外力的干预，自然发展成这样,孩子自然而然学会了走路｜友谊自然而然建立,naturally
12262,1,百分之百,bǎi fēn zhī bǎi,,,,全部；彻底；十足,百分之百合格｜百分之百地赞成｜他是个百分之百的骗子。,one hundred percent
12263,1,中层,zhōng céng,,,名,处于中间的等级或层次,位置处于中层｜中层领导干部,middle level
12264,1,无心,wú xīn,,,动,无意；不经心,我是无心说的｜说者无心,unintentionally
